Group,ID,Word,POS,Stress,Transcription,Variation,Page
G3,130,rebel,n,penult,/ˈrɛbl̩/,/ˈrɛbəl/,185
G3,131,rebel,v,ult,/rəˈbɛl/,/rɪˈbɛl/,185
G3,132,reconciliation,n,penult,/ˌrɛkənˌsɪliˈeɪʃən/,,187
G3,133,refuse,n,penult,/ˈrɛfjus/,,185
G3,134,refuse,v,ult,/rəˈfjuz/,/rɪˈfjuz/,185
G3,135,rhinoceros,n,antepenult,/raɪˈnɑsərəs/,,187
G3,136,sardine,n,ult,/sɑrˈdin/,,187
G3,137,silk,n,ult,/sɪlk/,,189
G3,138,silky,adj,penult,/ˈsɪlki/,,189
G3,139,special,"n, adj",penult,/ˈspɛʃəl/,,189
G3,140,specialize,v,antepenult,/ˈspɛʃəlaɪz/,,189
G3,141,speed,"n, v",ult,/spid/,,189
G3,142,speedometer,n,antepenult,/spɪˈdɑmətɚ/,,189
G3,143,submissive,adj,penult,/səbˈmɪsɪv/,,188
G3,144,submit,v,ult,/səbˈmɪt/,,188
G3,145,substance,n,penult,/ˈsʌbstəns/,,189
G3,146,substantial,adj,penult,/səbˈstænʃəl/,,189
G3,147,supreme,adj,ult,/suˈprim/,/səˈprim/,187
G3,148,taboo,"n, adj",ult,/təˈbu/,/tæˈbu/,187
G3,149,trapeze,n,ult,/trəˈpiz/,/træˈpiz/,187
G3,150,typhoon,n,ult,/taɪˈfun/,,187
G3,151,upset,n,penult,/ˈʌpsɛt/,,185
G3,152,upset,v,ult,/əpˈsɛt/,,185
G3,153,urbanity,n,antepenult,/ɜ˞ˈbænəti/,,187
G4,1,accidential,adj,penult,/ˌæk sɪˈdɛn tl/,,190
G4,2,act,"n, v",ult,/ækt/,,190
G4,3,active,adj,penult,/ˈæk.tɪv/,,190
G4,4,address,n,penult,/ˈæd.res/,/əˈdres/,193
G4,5,admirable,adj,antepenult,/ˈæd mər ə bəl/,,190
G4,6,admire,v,ult,/ædˈmaɪər/,,190
G4,7,adorable,adj,antepenult,/əˈdɔr ə bəl/,,190
G4,8,adore,v,ult,/əˈdɔr/,,190
G4,9,artisan,n,antepenult,/ˈɑːr.tə.zən/,/ˈɑː.tɪ.zæn/,193
G4,10,assembly line worker,n,compound word,/əˈsembli laɪn ˈwɜr kər/,,192
G4,11,baby-sit,v,compound word,/ˈbeɪ bi sɪt/,,191
G4,12,ballet,n,ult,/bæˈleɪ/,/ˈbæl.eɪ/,192
G4,13,bedridden,adj,antepenult,/ˈbɛdˌrɪdən/,,191
G4,14,blueprint,n,penult,/ˈbluˌprɪnt/,,191
G4,15,bottom,n,penult,/ˈbɑt əm/,,190
G4,16,bottomless,adj,antepenult,/ˈbɑt əm lɪs/,,190
G4,17,brochure,n,ult,/broʊˈʃʊr/,/ˈbrəʊ.ʃər/,192
G4,18,cafe,n,ult,/kæˈfeɪ/,/ˈkæf.eɪ/,192
G4,19,car wash,n,compound word,/kɑr wɔʃ/,/kɑr wɑʃ/,191
G4,20,castrate,v,ult,/kæsˈtreɪt/,/kæsˈtreɪt/,193
G4,21,chateau,n,ult,/ʃæˈtoʊ/,/ˈʃæt.əʊ/,192
G4,22,cigarette,n,antepenult,/ˈsɪɡ.ə.ret/,/ˌsɪɡ.ərˈet/,193
G4,23,cliche,n,ult,/kliːˈʃeɪ/,/ˈkliː.ʃeɪ/,192
G4,24,comparable,adj,antepenult,/ˈkɑːm.pɚ.ə.bəl/,/ˈkɑm.pə.rə.bəl/,190
G4,25,compare,v,ult,/kəmˈpɛr/,,190
G4,26,competency,n,antepenult,/ˈkɑːm.pə.tən.si/,/ˈkɑm.pɪ.tən.si/,190
G4,27,conflate,v,ult,/kənˈfleɪt/,,193
G4,28,consistency,n,antepenult,/ kənˈsɪs tən si /,,190
G4,29,controversy,n,antepenult,/ˈkɑːn.trə.vɝː.si/,/kənˈtrɑv.ə.si/,193
G4,30,cornet,n,ult,/kɔːrˈnet/,/ˈkɔː.nɪt/,192
G4,31,create,v,ult,/kriˈeɪt/,,193
G4,32,cremate,v,penult,/ˈkriː.meɪt/,/krɪˈmeɪt/,193
G4,33,crochet,v,ult,/kroʊˈʃeɪ/,/ˈkrəʊ.ʃeɪ/,192
G4,34,debate,v,ult,/dɪˈbeɪt/,,193
G4,35,debris,n,ult,/dəˈbriː/,/ˈdeb.riː/,192
G4,36,decisive,adj,penult,/ dɪˈsaɪ sɪv /,,190
G4,37,deflate,v,ult,/dɪˈfleɪt/,,193
G4,38,demonstrable,adj,antepenult,/ dɪˈmɑn strə bəl,ˈdɛmənstrəbəl,190
G4,39,demonstrate,v,antepenult,/ ˈdɛm ənˌstreɪt /,,190
G4,40,dictate,n,penult,ˈdɪk teɪt /,,
G4,41,dictate,v,ult,dɪkˈteɪt,,193
G4,42,donate,n,penult,/ˈdoʊ.neɪt/,/dəʊˈneɪt/,193
G4,43,drop-kick,v,compound word,/ˈdrɑːp kɪk/,,191
G4,44,dry-clean,v,compound word,/ˌdraɪ ˈkliːn/,,191
G4,45,elate,n,ult,/ɪˈleɪt/,,193
G4,46,emergency,n,antepenult,/ ɪˈmɜr dʒən si /,,190
G4,47,fail-safe,adj,compound word,/ˈfeɪl seɪf/,,191
G4,48,fillet,n,penult,/ˈfɪl ɪt/,/fɪˈleɪ/,192
G4,49,flower girl,n,compound word,/ˈflaʊər ɡɜːrl/,,191
G4,50,fly-by-night,adj,compound word,/ˈflaɪ baɪ naɪt/,,192
G4,51,forget-me-not,n,compound word,/fərˈɡet miː nɑːt/,,192
G4,52,frontier,n,ult,/frʌnˈtɪər/,/frɑnˈtɪər/,192
G4,53,frustrate,v,penult,/ˈfrʌs treɪt/,,193
G4,54,garage,n,ult,/gəˈrɑʒ/,/gəˈrɑdʒor/,192
G4,55,generative,adj,antepenult,"/ ˈdʒɛn ər ə tɪv,",,190
G4,56,geographic,adj,antepenult,/ dʒiˈɑg rə fik /,,190
G4,57,geography,n,antepenult,/ dʒiˈɑg rə fi /,,190
G4,58,Great Britain,n,compound word,/ˌɡreɪt ˈbrɪtn/,,191
G4,59,gyrate,n,penult,ˈdʒaɪ reɪt,,193
G4,60,gyrate,v,penult,dʒaɪˈreɪt,,193
G4,61,high school student,n,compound word,/ˈhaɪ skuːl ˈstuːdnt/,,192
G4,62,inflate,v,ult,/ ɪnˈfleɪt /,,193
G4,63,inquiry,n,penult,/ ɪnˈkwaɪər i/,/ˈɪn kwə ri/,193
G4,64,jack-in-the-box,n,compound word,/ˈdʒæk ɪn ðə bɑːks/,,192
G4,65,Lake Erie,n,compound word,/ˌleɪk ˈɪri/,,191
G4,66,lemon,n,penult,/ ˈlɛm ən /,,190
G4,67,lemonade,n,antepenult,ˈlɛm əˌneɪd /,/ˌlɛməˈneɪd/,190
G4,68,locate,v,penult,/ ˈloʊ keɪt/,/loʊˈkeɪt/,193
G4,69,magazine,n,antepenult,ˈmæg əˌzin /,/ˌmæɡəˈziːn/,193
G4,70,manage,verb,penult,/ ˈmæn ɪdʒ /,,190
G4,71,manageable,adj,antepenult,/ ˈmæn ɪ dʒə bəl /,,190
G4,72,matchbox,n,penult,/ ˈmætʃˌbɑks /,,191
G4,73,mediative,adj,antepenult,/ ˈmi diˌeɪ tɪv/,,190
G4,74,migrate,v,penult,/ ˈmaɪ greɪt /,,193
G4,75,mother-in-law,n,compound word,/ˈmʌðər ɪn lɔː/,,192
G4,76,Mount Sinai,n,compound word,/maʊnt ˈsaɪ naɪ/,,191
G4,77,moustache,n,penult,/ˈmʌs tæʃ/,/məˈstæʃ/,193
G4,78,mutate,v,penult,/ˈmju teɪt/,,193
G4,79,nationwide,adj,compound word,/ˈneɪ ʃənˈwaɪd/,,191
G4,80,negate,v,penult,/ˈnɛg eɪt/,/nɪˈgeɪt/,193
G4,81,negative,adj,antepenult,/ˈnɛg ə tɪv/,,190
G4,82,offensive,adj,antepenult,/ˈɔ fɛn sɪv/,/əˈfɛn sɪv/,190
G4,83,overdose,n,antepenult,/ˈoʊ vərˌdoʊs/,/ˈəʊvərdəʊs/,191
G4,84,overripe,adj,ult,/ˌoʊ vərˈraɪp/,/ˌəʊ vərˈraɪp/,191
G4,85,oversleep,v,ult,/ˌoʊ vərˈslip/,/ˌəʊ vərˈsliːp/,191
G4,86,phonate,v,penult,/ˈfoʊ neɪt/,,193
G4,87,phonecard,n,penult,/ˈfəʊn kɑːrd/,,191
G4,88,plateau,n,ult,/plæˈtoʊor/,,192
G4,89,portuguese,adj,ult,/ˌpɔr tʃəˈgiz/,/ˌpɔr tʃəˈgis/,193
G4,90,postman,n,penult,/ˈpoʊst mən/,/ˈpəʊstmən/,191
G4,91,potluck,n,ult,/pɑːtˈlʌk/,/ˈpɑtˌlʌk/,193
G4,92,practical,adj,antepenult,/ˈpræk tɪ kəl/,/ˈpræktɪkl/,190
G4,93,prefer,v,ult,/prɪˈfɜr/,,190
G4,94,preferable,adj,preantepenult,/ˈprɛf ər ə bəl/,/prɪˈfɜrə bəl/,190
G4,95,premier,n,ult,/prɪˈmɪər/,/prɪˈmɪr/,192
G4,96,presidency,n,preantepenult,/ˈprɛz ɪ dən si/,,190
G4,97,princess,n,penult,/ˈprɪn sɛs/,/ˈprɪn sɪs/,193
G4,98,pulsate,v,penult,/ˈpʌlseɪt/,,193
G4,99,question,n,penult,/ˈkwɛs tʃən/,,190
G4,100,questionable,adj,preantepenult,/ˈkwɛs tʃə nə bəl/,,190
G4,101,recess,n,penult,/ˈri sɛs/,/rɪˈsɛs/,193
G4,102,recital,n,penult,/rɪˈsaɪt l/,,190
G4,103,red hot,adj,compound word,/ˈrɛd .hɑt/,,191
G4,104,refusal,n,penult,/rɪˈfju zəl/,/rɪˈfjuːzl/,190
G4,105,research,n,ult,/rɪˈsɜrtʃ/,/ˈri sɜrtʃ/,193
G4,106,rotate,v,penult,/ˈroʊ.teɪt/,/rəʊˈteɪt/,193
G4,107,salon,n,ult,/səˈlɑːn/,/ˈsæl.ɑn/,192
G4,108,seasick,adj,penult,/ˈsiː.sɪk/,,191
G4,109,seasonal,adj,antepenult,/ˈsiː.zən.əl/,,190
G4,110,sedative,n,antepenult,/ˈsed.ə.t̬ɪv/,,190
G4,111,souffle,n,ult,/suˈfleɪ/,/ˈsuː.fleɪ/,192
G4,112,spoon-food,v,compound word,/spuːn fuːd/,,191
G4,113,stagnate,v,penult,/ˈstæɡ.neɪt/,/stæɡˈneɪt/,193
G4,114,stop watch,n,compound word,/stɑːp wɑːtʃ/,/stɑp wɑːtʃ/,191
G4,115,teapot,n,penult,/ˈtiː.pɑːt/,/ˈtiː.pɑt/,191
G4,116,toupee,n,ult,/tuːˈpeɪ/,,192
G4,117,translate,v,penult,/trænsˈleɪt/,/trænzˈleɪt/,193
G4,118,undertake,v,ult,/ˌʌn.dɚˈteɪk/,/ˌʌn.dəˈteɪk/,191
G4,119,underwear,n,antepenult,/ˈʌn.dɚ.wer/,/ˈʌn.də.weər/,191
G4,120,vacate,v,penult,/vəˈkeɪt/,/veɪˈkeɪt/,193
G4,121,valet,n,ult,/væˈleɪ/,/ˈvæleɪ/,192
G4,122,vermouth,n,ult,/vərˈmuθ/,,192
G4,123,vibrate,v,penult,/ˈvaɪ breɪt/,,193
G4,124,weekend,n,penult,/ˈwikˌɛnd/,,193
G4,125,white house,n,compound word,/ˈwaɪt haʊs/,,191
G5,1,abstract,v,ult,æbˈstrækt,,184
G5,2,abstract,n,penult,ˈæb strækt,,184
G5,3,achieve,v,ult,əˈtʃiv,,184
G5,4,address,v,ult,əˈdrɛs,,184
G5,5,address,n,penult,əˈdrɛs,,184
G5,6,admit,v,ult,ædˈmɪt,,184
G5,7,agree,v,ult,əˈgri,,184
G5,8,Alabama,n,penult,ˌæl əˈbæm ə,,183
G5,9,alien,n,antepenult,ˈeɪ li ən,,183
G5,10,ally,v,ult,əˈlaɪ,,184
G5,11,ally,n,penult,ˈæl aɪ,,184
G5,12,announce,v,ult,əˈnaʊns,,184
G5,13,arduous,n,antepenult,ˈɑr dʒu əs,ˈɑr dyu əs,183
G5,14,argue,v,penult,ˈɑr gyu,,184
G5,15,balance,v,penult,ˈbæl əns,,184
G5,16,blossom,v,penult,ˈblɑs əm,,184
G5,17,bother,v,penult,ˈbɑð ər,,184
G5,18,Calcutta,n,penult,kælˈkʌt ə,,183
G5,19,Caracas,n,penult,kəˈrɑ kəs,,183
G5,20,Chicago,n,penult,ʃɪˈkɑ goʊ,,183
G5,21,Cincinnati,n,penult,ˌsɪn səˈnæt i,,183
G5,22,combat,v,ult,kəmˈbæt,,184
G5,23,combat,n,penult,ˈkɑm bæt,,184
G5,24,compress,v,ult,kəmˈprɛs,,184
G5,25,compress,n,penult,ˈkɑm prɛs,,184
G5,26,conduct,v,ult,kənˈdʌkt,,184
G5,27,conduct,n,penult,ˈkɑn dʌkt,,184
G5,28,confine,v,ult,kənˈfaɪn,,184
G5,29,conflict,v,ult,kənˈflɪkt,,184
G5,30,conflict,n,penult,ˈkɑn flɪkt,,184
G5,31,contrast,n,penult,ˈkɑn træst,,184
G5,32,contrast,v,ult,kənˈtræst,,184
G5,33,convict,v,ult,kənˈvɪkt,,184
G5,34,convict,n,penult,ˈkɑn vɪkt,,184
G5,35,copy,v,penult,ˈkɑp i,,184
G5,36,diagram,v,penult,ˈdaɪ əˌgræm,,184
G5,37,differ,v,penult,ˈdɪf ər,,184
G5,38,digest,v,ult,dɪˈdʒɛst,,184
G5,39,discharge,v,ult,dɪsˈtʃɑrdʒ,,184
G5,40,discharge,n,penult,ˈdɪs tʃɑrdʒ,,184
G5,41,distance,v,penult,ˈdɪs təns,,184
G5,42,envy,v,penult,ˈɛn vi,,184
G5,43,escort,v,ult,ɪˈskɔrt,,184
G5,44,escort,n,penult,ˈɛs kɔrt,,184
G5,45,export,v,ult,ɪkˈspɔrt,,184
G5,46,export,n,penult,ˈɛk spɔrt,,184
G5,47,extract,v,ult,ɪkˈstrækt,,184
G5,48,extract,n,penult,ˈɛk strækt,,184
G5,49,figure,v,penult,ˈfɪg jər,ˈfɪg ər,184
G5,50,furnish,v,penult,ˈfɜr nɪʃ,,184
G5,51,Granada,n,penult,grəˈnɑ də,,183
G5,52,Guatemala,n,penult,ˌgwɑ təˈmɑ lə,,183
G5,53,harvest,v,penult,ˈhɑr vɪst,,184
G5,54,Havana,n,penult,həˈvæn ə,,183
G5,55,implant,v,ult,ɪmˈplænt,,184
G5,56,implant,n,penult,ˈɪmˌplænt,,184
G5,57,import,v,ult,ɪmˈpɔrt,,184
G5,58,import,n,penult,ˈɪm pɔrt,,184
G5,59,increase,v,ult,ɪnˈkris,,184
G5,60,increase,n,penult,ˈɪn kris,,184
G5,61,Indiana,n,penult,ˌɪn diˈæn ə,,184
G5,62,insert,v,ult,ɪnˈsɜrt,,184
G5,63,insert,n,penult,ˈɪn sɜrt,,184
G5,64,insult,v,ult,ɪnˈsʌlt,,184
G5,65,insult,n,penult,ˈɪn sʌlt,,184
G5,66,intend,v,ult,ɪnˈtɛnd,,184
G5,67,interfere,v,ult,ˌɪn tərˈfɪər,,184
G5,68,Kentucky,n,penult,kənˈtʌk i,,183
G5,69,Louisiana,n,penult,luˌi ziˈæn ə,,183
G5,70,mania,n,antepenult,ˈmeɪ ni ə,,183
G5,71,Milwaukee,n,penult,mɪlˈwɔ ki,,183
G5,72,Montana,n,penult,mɑnˈtæn ə,,183
G5,73,Morocco,n,penult,məˈrɑk oʊ,,183
G5,74,Osaka,n,penult,oʊˈsɑ kə,,183
G5,75,period,n,antepenult,ˈpɪər i əd,,183
G5,76,permit,v,ult,pərˈmɪt,,184
G5,77,permit,n,penult,pərˈmɪt,,184
G5,78,predict,v,ult,prɪˈdɪkt,,184
G5,79,progress,v,ult,prəˈgrɛs,,184
G5,80,progress,n,penult,ˈprɑg rɛs,ˈproʊ grɛs,184
G5,81,project,v,ult,prəˈdʒɛkt,,184
G5,82,project,n,penult,ˈprɑdʒ ɛkt,,184
G5,83,protest,v,ult,prəˈtɛst,,184
G5,84,protest,n,penult,ˈproʊ tɛst,,184
G5,85,punish,v,ult,ˈpʌn ɪʃ,,184
G5,86,rebel,v,ult,rɪˈbɛl,,184
G5,87,rebel,n,penult,ˈrɛb əl,,184
G5,88,refund,v,ult,rɪˈfʌnd,,184
G5,89,refund,n,penult,ˈri fʌnd,,184
G5,90,refuse,v,ult,rɪˈfjuz,,184
G5,91,refuse,n,penult,ˈrɛf jus,,184
G5,92,reject,v,ult,rɪˈdʒɛkt,,184
G5,93,reject,n,penult,ˈri dʒɛkt,,184
G5,94,reply,v,ult,rɪˈplaɪ,,184
G5,95,rescue,v,penult,ˈrɛs kju,,184
G5,96,retard,v,ult,rɪˈtɑrd,,184
G5,97,retard,n,penult,ˈri tɑrd,,184
G5,98,Savannah,n,penult,səˈvæn ə,,183
G5,99,Seattle,n,penult,siˈæt l,,183
G5,100,study,v,penult,ˈstʌd i,,184
G5,101,subject,v,ult,səbˈdʒɛkt,,184
G5,102,subject,n,penult,ˈsʌb dʒɪkt,,184
G5,103,surface,v,penult,ˈsɜr fɪs,,184
G5,104,suspect,v,ult,səˈspɛkt,,184
G5,105,suspect,n,penult,ˈsʌs pɛkt,,184
G5,106,Tallahassee,n,penult,ˌtæl əˈhæs i,,183
G5,107,transfer,v,ult,trænsˈfɜr,,184
G5,108,transfer,n,penult,ˈtræns fər,,184
G5,109,Vendetta,n,penult,vɛnˈdɛt ə,,183
G5,110,Venezuela,n,penult,ˌvɛn əˈzweɪ lə,,183
G5,111,Vienna,n,penult,viˈɛn ə,,183
G5,112,visit,v,penult,ˈvɪz ɪt,,184
G5,113,worry,v,penult,ˈwɜr i,,184
G5,114,Yokohama,n,penult,ˌyoʊ kəˈhɑ mə,,183
